ts,liquid_rate_in_hr,ice_rate_in_hr,snow_rate_in_hr,horizontal_mf_salt,road_liq_depth_in,road_ice_depth_in,road_unbndice_depth_in,road_cmpsnw_in,road_snow_depth_in,prct_ice,speed_mph,profile_speed,ref_speed,imputed,rel_speed
2017-11-15 00,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9376803231390654,0.8700591459896134,69.32,0.0,0.9376803231390654
2017-11-15 01,0.002,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.9088286208886325,0.8311519697843992,69.32,0.0,0.9088286208886325
2017-11-15 02,0.002,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.8626658972879401,0.8626658972879401,69.32,1.0,0.8626658972879401
2017-11-15 03,0.002,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.7934218118869014,0.7934218118869014,69.32,1.0,0.7934218118869014
2017-11-15 04,0.002,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.8093142912098481,0.8093142912098481,69.32,1.0,0.8093142912098481
2017-11-15 05,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.7916907097518755,0.8495307802107694,69.32,0.0,0.7916907097518755
2017-11-15 06,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.8404500865551068,0.8398350897439792,69.32,0.0,0.8404500865551068
2017-11-15 07,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.926860934795153,0.8377319525009871,69.32,0.0,0.926860934795153
2017-11-15 08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8521350259665321,0.8517553983053422,69.32,0.0,0.8521350259665321
2017-11-15 09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8923831506058858,0.8785419260789018,69.32,0.0,0.8923831506058858
2017-11-15 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963791113675707,0.9005907006408115,69.32,0.0,0.963791113675707
2017-11-15 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9141661858049626,0.8975916421174114,69.32,0.0,0.9141661858049626
2017-11-15 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8949798038084248,0.9099675038722023,69.32,0.0,0.8949798038084248
2017-11-15 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210905943450665,0.8968931272208219,69.32,0.0,0.9210905943450665
2017-11-15 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8903635314483556,0.8759756430892582,69.32,0.0,0.8903635314483556
2017-11-15 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8721869590305829,0.9095650985513409,69.32,0.0,0.8721869590305829
2017-11-15 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8919503750721293,0.9144547028274669,69.32,0.0,0.8919503750721293
2017-11-15 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8747836122331218,0.9043717921462631,69.32,0.0,0.8747836122331218
2017-11-15 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9428736295441432,0.8817383909861208,69.32,0.0,0.9428736295441432
2017-11-15 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8910848240046164,0.9086843623773804,69.32,0.0,0.8910848240046164
2017-11-15 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8717541834968264,0.8557669461321749,69.32,0.0,0.8717541834968264
2017-11-15 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8681477207155223,0.8457952440246607,69.32,0.0,0.8681477207155223
2017-11-15 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8433352567801501,0.8865486952619094,69.32,0.0,0.8433352567801501
2017-11-15 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8157674552798616,0.8157674552798616,69.32,1.0,0.8157674552798616
2017-11-16 00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8499505399389993,0.8499505399389993,69.32,1.0,0.8499505399389993
2017-11-16 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8255626081938835,0.8255626081938835,69.32,1.0,0.8255626081938835
2017-11-16 02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2550490478938259,0.8806982111944606,69.32,0.0,1.2550490478938259
2017-11-16 03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8822850548182343,0.8822850548182343,69.32,1.0,0.8822850548182343
2017-11-16 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8113716923584207,0.8113716923584207,69.32,1.0,0.8113716923584207
2017-11-16 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9663877668782458,0.9042123485285632,69.32,0.0,0.9663877668782458
2017-11-16 06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908395845354876,0.8573571840738605,69.32,0.0,0.908395845354876
2017-11-16 07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879255626081939,0.8881491633006348,69.32,0.0,0.879255626081939
2017-11-16 08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8874783612233124,0.8874422965954992,69.32,0.0,0.8874783612233124
2017-11-16 09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903058280438546,0.9165536641661859,69.32,0.0,0.903058280438546
2017-11-16 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9003173687247548,0.8998124639353723,69.32,0.0,0.9003173687247548
2017-11-16 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9150317368724755,0.9242931332948645,69.32,0.0,0.9150317368724755
2017-11-16 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8919503750721293,0.9206650317368726,69.32,0.0,0.8919503750721293
2017-11-16 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9222446624350837,0.9168710328909406,69.32,0.0,0.9222446624350837
2017-11-16 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9177726485862666,0.8902120600115407,69.32,0.0,0.9177726485862666
2017-11-16 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571840738603579,0.8841820542412003,69.32,0.0,0.8571840738603579
2017-11-16 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886324293133295,0.9049264281592615,69.32,0.0,0.886324293133295
2017-11-16 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9186381996537797,0.9065280772618217,69.32,0.0,0.9186381996537797
2017-11-16 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8541546451240624,0.8950014425851126,69.32,0.0,0.8541546451240624
2017-11-16 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9521061742642817,0.9234291007379962,69.32,0.0,0.9521061742642817
2017-11-16 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886362255899414,0.886362255899414,69.32,1.0,0.886362255899414
2017-11-16 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9151759953837277,0.8573860357761108,69.32,0.0,0.9151759953837277
2017-11-16 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7212925562608195,0.8525932588846272,69.32,0.0,0.7212925562608195
2017-11-16 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9215714560492403,0.9215714560492403,69.32,1.0,0.9215714560492403
2017-11-17 00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8726197345643394,0.8726197345643394,69.32,1.0,0.8726197345643394
2017-11-17 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03866128101558,0.8295826120407772,69.32,0.0,1.03866128101558
2017-11-17 02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9448932487016735,0.9448932487016735,69.32,1.0,0.9448932487016735
2017-11-17 03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8052870744373919,0.8052870744373919,69.32,1.0,0.8052870744373919
2017-11-17 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89598961338719,0.8278675386292237,69.32,0.0,0.89598961338719
2017-11-17 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9500865551067513,0.8911809963454511,69.32,0.0,0.9500865551067513
2017-11-17 06,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8991633006347375,0.884261396422389,69.32,0.0,0.8991633006347375
2017-11-17 07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9202250432775535,0.8678447778418927,69.32,0.0,0.9202250432775535
2017-11-17 08,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89598961338719,0.8906809001731103,69.32,0.0,0.89598961338719
2017-11-17 09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9244085401038662,0.8905943450663589,69.32,0.0,0.9244085401038662
2017-11-17 10,0.01,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.8987305251009811,0.884427293710329,69.32,0.0,0.8987305251009811
2017-11-17 11,0.01,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.9019042123485287,0.8730741488747837,69.32,0.0,0.9019042123485287
2017-11-17 12,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.9262839007501442,0.8966349804112128,69.32,0.0,0.9262839007501442
2017-11-17 13,0.01,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.9078188113098674,0.8945546208278922,69.32,0.0,0.9078188113098674
2017-11-17 14,0.008,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.8711771494518178,0.8751252771281927,69.32,0.0,0.8711771494518178
2017-11-17 15,0.01,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.7902481246393538,0.8815713548151973,69.32,0.0,0.7902481246393538
2017-11-17 16,0.02,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.8769474899019043,0.8925129832660128,69.32,0.0,0.8769474899019043
2017-11-17 17,0.022,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.8688690132717831,0.8860357761107907,69.32,0.0,0.8688690132717831
2017-11-17 18,0.002,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.8762261973456436,0.8908035199076747,69.32,0.0,0.8762261973456436
2017-11-17 19,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.9724466243508367,0.912391806116561,69.32,0.0,0.9724466243508367
2017-11-17 20,0.002,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.9068090017311022,0.8640700134641278,69.32,0.0,0.9068090017311022
2017-11-17 21,0.002,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.9200807847663013,0.8398297749567225,69.32,0.0,0.9200807847663013
2017-11-17 22,0.002,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.8906520484708599,0.8531036188277966,69.32,0.0,0.8906520484708599
2017-11-17 23,0.002,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.894532602423543,0.894532602423543,69.32,1.0,0.894532602423543
2017-11-18 00,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,1.0191863819965379,0.8305168576374578,69.32,0.0,1.0191863819965379
2017-11-18 01,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.8535896326216581,0.8535896326216581,69.32,1.0,0.8535896326216581
2017-11-18 02,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.86966243508367,0.86966243508367,69.32,1.0,0.86966243508367
2017-11-18 03,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.9809578765147144,0.8869734564339297,69.32,0.0,0.9809578765147144
2017-11-18 04,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.880157241777265,0.880157241777265,69.32,1.0,0.880157241777265
2017-11-18 05,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.7934218118869014,0.9314347781813245,69.32,0.0,0.7934218118869014
2017-11-18 06,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.45960761684939416,0.8993652625504905,69.32,0.0,0.45960761684939416
2017-11-18 07,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.8972879399884595,0.8989036353144836,69.32,0.0,0.8972879399884595
2017-11-18 08,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.9982688978649742,0.8970427005193308,69.32,0.0,0.9982688978649742
2017-11-18 09,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.9984131563762262,0.910199076745528,69.32,0.0,0.9984131563762262
2017-11-18 10,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.9594633583381421,0.9076168493941142,69.32,0.0,0.9594633583381421
2017-11-18 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9105597230236584,0.9107256203115985,69.32,0.0,0.9105597230236584
2017-11-18 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9225331794575882,0.9096004039238316,69.32,0.0,0.9225331794575882
2017-11-18 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9112810155799194,0.9015796306982113,69.32,0.0,0.9112810155799194
2017-11-18 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8498268897864975,0.8921162723600694,69.32,0.0,0.8498268897864975
2017-11-18 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838863242931333,0.8830207732256203,69.32,0.0,0.838863242931333
2017-11-18 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9352279284477785,0.8980452971725332,69.32,0.0,0.9352279284477785
2017-11-18 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.873196768609348,0.8965305828043856,69.32,0.0,0.873196768609348
2017-11-18 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8489613387189845,0.8484636468551645,69.32,0.0,0.8489613387189845
2017-11-18 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8322273514137335,0.901768439632056,69.32,0.0,0.8322273514137335
2017-11-18 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8808424697057128,0.8756010771302174,69.32,0.0,0.8808424697057128
2017-11-18 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8892094633583383,0.8386107905366418,69.32,0.0,0.8892094633583383
2017-11-18 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9521061742642817,0.8478577611079054,69.32,0.0,0.9521061742642817
2017-11-18 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9363819965377957,0.925601951424225,69.32,0.0,0.9363819965377957
2017-11-19 00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815092646021671,0.815092646021671,69.32,1.0,0.815092646021671
2017-11-19 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8078476630121177,0.8703115983843047,69.32,0.0,0.8078476630121177
2017-11-19 02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882862088863243,0.882862088863243,69.32,1.0,0.882862088863243
2017-11-19 03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9040200038468937,0.9040200038468937,69.32,1.0,0.9040200038468937
2017-11-19 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7956217541834969,0.7956217541834969,69.32,1.0,0.7956217541834969
2017-11-19 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8764858626658975,0.8764858626658975,69.32,1.0,0.8764858626658975
2017-11-19 06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9521061742642817,0.8698582144917979,69.32,0.0,0.9521061742642817
2017-11-19 07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9376803231390654,0.9446047316791693,69.32,0.0,0.9376803231390654
2017-11-19 08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9598961338718986,0.9161136757068669,69.32,0.0,0.9598961338718986
2017-11-19 09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9702827466820544,0.9290464512406232,69.32,0.0,0.9702827466820544
2017-11-19 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0427005193306407,0.9228289094056551,69.32,0.0,1.0427005193306407
2017-11-19 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.894258511252164,0.9565276976341605,69.32,0.0,0.894258511252164
2017-11-19 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8981534910559723,0.9397576457010965,69.32,0.0,0.8981534910559723
2017-11-19 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9340738603577612,0.918429024812464,69.32,0.0,0.9340738603577612
2017-11-19 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9143104443162148,0.9275028851702252,69.32,0.0,0.9143104443162148
2017-11-19 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9952394691286787,0.9078404500865552,69.32,0.0,0.9952394691286787
2017-11-19 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9711482977495672,0.8427005193306405,69.32,0.0,0.9711482977495672
2017-11-19 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8769474899019043,0.8760025966532026,69.32,0.0,0.8769474899019043
2017-11-19 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9088286208886325,0.9194733805083974,69.32,0.0,0.9088286208886325
2017-11-19 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8460761684939412,0.9228672517994352,69.32,0.0,0.8460761684939412
2017-11-19 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8964584535487594,0.8964584535487594,69.32,1.0,0.8964584535487594
2017-11-19 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9521061742642817,0.8716523539594719,69.32,0.0,0.9521061742642817
2017-11-19 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8777697634160416,0.8777697634160416,69.32,1.0,0.8777697634160416
2017-11-19 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8839899281330327,0.8839899281330327,69.32,1.0,0.8839899281330327
2017-11-20 00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8616560877091749,0.8616560877091749,69.32,1.0,0.8616560877091749
2017-11-20 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9376803231390654,0.8762694748990192,69.32,0.0,0.9376803231390654
2017-11-20 02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9376803231390654,0.9376803231390654,69.32,1.0,0.9376803231390654
2017-11-20 03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.890796306982112,0.890796306982112,69.32,1.0,0.890796306982112
2017-11-20 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8597807270628968,0.8597807270628968,69.32,1.0,0.8597807270628968
2017-11-20 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9868724754760532,0.9881708020773227,69.32,0.0,0.9868724754760532
2017-11-20 06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9379688401615696,0.8839636993128049,69.32,0.0,0.9379688401615696
2017-11-20 07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8990190421234854,0.9135297511964972,69.32,0.0,0.8990190421234854
2017-11-20 08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8890652048470861,0.9696007973561351,69.32,0.0,0.8890652048470861
2017-11-20 09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8972879399884595,0.9422711381147959,69.32,0.0,0.8972879399884595
2017-11-20 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9306116560877093,0.9325097943936587,69.32,0.0,0.9306116560877093
2017-11-20 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8384304673975765,0.9521061742642817,69.32,0.0,0.8384304673975765
2017-11-20 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899596076168494,0.9475940886067834,69.32,0.0,0.899596076168494
2017-11-20 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032025389497981,0.9594329881252468,69.32,0.0,0.9032025389497981
2017-11-20 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9407097518753607,0.9188673161128272,69.32,0.0,0.9407097518753607
2017-11-20 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8706001154068091,0.9181092517791883,69.32,0.0,0.8706001154068091
2017-11-20 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8727639930755915,0.8985862665897288,69.32,0.0,0.8727639930755915
2017-11-20 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8733410271206002,0.8882267022504329,69.32,0.0,0.8733410271206002
2017-11-20 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9010386612810157,0.891775746347982,69.32,0.0,0.9010386612810157
2017-11-20 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0087997691863821,0.911407241777265,69.32,0.0,1.0087997691863821
2017-11-20 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9196480092325449,0.8822232297419835,69.32,0.0,0.9196480092325449
2017-11-20 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.894258511252164,0.8609610239731418,69.32,0.0,0.894258511252164
2017-11-20 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9218118869013272,0.9195037507212926,69.32,0.0,0.9218118869013272
2017-11-20 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9477623902032443,0.9477623902032443,69.32,1.0,0.9477623902032443
2017-11-21 00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7951791428421551,0.7951791428421551,69.32,1.0,0.7951791428421551
2017-11-21 01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9304673975764571,0.8647496313393602,69.32,0.0,0.9304673975764571
2017-11-21 02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8222735141373342,0.8366993652625506,69.32,0.0,0.8222735141373342
2017-11-21 03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8828380457780343,0.8828380457780343,69.32,1.0,0.8828380457780343
2017-11-21 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9088286208886325,0.9604491248316985,69.32,0.0,0.9088286208886325
2017-11-21 05,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9024812463935373,0.9031601099759005,69.32,0.0,0.9024812463935373
2017-11-21 06,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6488747836122332,0.8832628069500545,69.32,0.0,0.6488747836122332
2017-11-21 07,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8788228505481824,0.8864605372828109,69.32,0.0,0.8788228505481824
2017-11-21 08,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8737738026543567,0.882581586202475,69.32,0.0,0.8737738026543567
2017-11-21 09,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9394114252740914,0.8908604218760019,69.32,0.0,0.9394114252740914
2017-11-21 10,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8687247547605309,0.9059915368340067,69.32,0.0,0.8687247547605309
2017-11-21 11,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8750721292556262,0.886210404834938,69.32,0.0,0.8750721292556262
2017-11-21 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881130986728217,0.8927998974161698,69.32,0.0,0.881130986728217
2017-11-21 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9407097518753607,0.8901205697451939,69.32,0.0,0.9407097518753607
2017-11-21 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888055395268321,0.8612612749415375,69.32,0.0,0.888055395268321
2017-11-21 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032025389497981,0.8865824399429041,69.32,0.0,0.9032025389497981
2017-11-21 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8825735718407387,0.8659678143232673,69.32,0.0,0.8825735718407387
2017-11-21 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9930755914598963,0.8288160619123588,69.32,0.0,0.9930755914598963
2017-11-21 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8791113675706868,0.8581429686704457,69.32,0.0,0.8791113675706868
2017-11-21 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8987305251009811,0.9485958838238123,69.32,0.0,0.8987305251009811
2017-11-21 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7645701096364687,0.8561964578987084,69.32,0.0,0.7645701096364687
